time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1984-05-12T13:38:47.440Z,13.856,120.571,120.5,5.1,mb,,,,0.8,us,usp00024ap,2014-11-07T00:34:54.066Z,"7 km W of Balitoc, Philippines",earthquake,,4.1,,6,reviewed,us,us
1984-05-11T15:10:37.950Z,14.871,119.888,45.7,5,mb,,,,1.1,us,usp000249p,2014-11-07T00:34:53.881Z,"22 km WSW of San Nicolas, Philippines",earthquake,,4,,16,reviewed,us,us
1984-05-01T09:39:29.720Z,17.154,122.539,33,5,mb,,,,0.9,us,usp000241j,2014-11-07T00:34:50.281Z,"15 km ENE of Dicabisagan, Philippines",earthquake,,,,12,reviewed,us,us
1984-01-24T16:22:21.270Z,12.364,123.875,24.4,5.9,mw,,,,1.2,us,usp00021hf,2022-04-27T23:39:40.756Z,"12 km ESE of Batuan, Philippines",earthquake,,3.1,,,reviewed,us,hrv
1983-09-16T23:10:47.870Z,17.974,120.766,33,5.6,mb,,,,1.1,us,usp0001ye2,2022-04-27T23:50:59.341Z,"8 km S of Padong, Philippines",earthquake,,,,38,reviewed,us,us
1983-08-12T07:42:12.460Z,14.978,119.863,32.3,5.1,ms,,,,1.1,us,usp0001xmh,2022-04-27T23:52:56.603Z,"23 km W of San Nicolas, Philippines",earthquake,,4.4,,4,reviewed,us,us
1983-08-05T18:08:14.670Z,12.5,123.938,32.5,5.1,mb,,,,1.4,us,usp0001xc4,2014-11-07T00:33:35.839Z,"11 km S of Quezon, Philippines",earthquake,,4.3,,8,reviewed,us,us
1983-06-01T01:36:58.170Z,13.833,120.749,236.4,5.5,mb,,,,0.9,us,usp0001vub,2022-04-27T23:56:37.965Z,"5 km ESE of Hukay, Philippines",earthquake,,1.8,,57,reviewed,us,us
1983-05-28T18:32:42.990Z,15.505,121.788,33,5,mb,,,,1.1,us,usp0001vrg,2014-11-07T00:33:12.563Z,"37 km SE of Suklayin, Philippines",earthquake,,,,10,reviewed,us,us
1983-05-10T18:56:12.500Z,15.071,119.94,74.5,5.1,mb,,,,1.1,us,usp0001v7q,2014-11-07T00:33:09.321Z,"14 km W of Poblacion, San Felipe, Philippines",earthquake,,5.4,,8,reviewed,us,us
1983-05-06T18:24:18.400Z,15.439,121.711,33,5.6,ms,,,,1.1,us,usp0001v3x,2022-04-28T00:00:00.030Z,"34 km E of Dingalan, Philippines",earthquake,,,,10,reviewed,us,us
1983-04-25T19:03:48.570Z,12.787,123.052,28.6,5.1,mb,,,,0.9,us,usp0001usa,2014-11-07T00:33:01.802Z,"23 km WSW of Mabiton, Philippines",earthquake,,5.6,,25,reviewed,us,us
1983-04-15T14:21:49.670Z,13.112,121.957,39.2,5.2,mb,,,,1.1,us,usp0001ug6,2022-04-28T00:07:01.179Z,"12 km S of Yook, Philippines",earthquake,,3.9,,25,reviewed,us,us
1983-03-17T18:10:47.180Z,12.91,122.94,33,5.7,ms,,,,1.2,us,usp0001tqg,2022-04-28T00:10:13.689Z,"20 km S of San Rafael, Philippines",earthquake,,,,13,reviewed,us,us
1982-12-29T14:05:41.210Z,14.92,120.353,109.5,5.4,mb,,,,1.1,us,usp0001rva,2022-04-28T00:19:45.880Z,"10 km NW of San Benito, Philippines",earthquake,,2.5,,38,reviewed,us,us
1982-09-06T01:10:13.760Z,13.149,124.237,20.8,5.1,mb,,,,0.9,us,usp0001peh,2014-11-07T00:31:51.862Z,"12 km ESE of Rapu-Rapu, Philippines",earthquake,,4.4,,10,reviewed,us,us
1982-08-17T09:40:26.490Z,17.989,120.764,33,5.1,mb,,,,1,us,usp0001p3m,2014-11-07T00:31:46.663Z,"7 km S of Padong, Philippines",earthquake,,,,21,reviewed,us,us
1982-07-06T14:53:33.590Z,14.21,120.604,148.5,5.3,mb,,,,1,us,usp0001na8,2016-11-09T22:55:30.082Z,"5 km NNW of Looc, Philippines",earthquake,,2.2,,46,reviewed,us,us
1982-05-23T13:41:47.500Z,17.852,120.084,31.8,5.2,mb,,,,0.9,us,usp0001mfs,2014-11-07T00:31:19.794Z,"34 km WNW of Puro Pinget, Philippines",earthquake,,3.6,,46,reviewed,us,us
1982-05-15T16:58:29.230Z,14.924,120.096,65.1,5.2,mb,,,,1,us,usp0001mbn,2022-04-28T00:37:34.764Z,"2 km SSE of San Antonio, Philippines",earthquake,,3.2,,34,reviewed,us,us
1982-03-12T06:06:48.640Z,13.832,123.692,10,5,mb,,,,0.9,us,usp0001k2y,2014-11-07T00:30:59.404Z,"5 km S of Garchitorena, Philippines",earthquake,,,,10,reviewed,us,us
1982-03-12T05:27:42.770Z,13.913,123.571,10,5.7,ms,,,,1.3,us,usp0001k2x,2022-04-28T00:41:09.434Z,"13 km WNW of Garchitorena, Philippines",earthquake,,,,13,reviewed,us,us
1982-03-11T23:40:18.850Z,13.932,123.544,10,5,mb,,,,1.3,us,usp0001k2q,2014-11-07T00:30:59.270Z,"17 km WNW of Garchitorena, Philippines",earthquake,,,,13,reviewed,us,us
1982-01-24T06:08:56.660Z,14.085,124.347,37.2,6.4,ms,,,,1.2,us,usp0001j95,2022-04-28T00:45:37.764Z,"19 km ENE of Pandan, Philippines",earthquake,,3.4,,18,reviewed,us,us
1982-01-11T06:49:18.940Z,13.945,124.407,33,5.9,mb,,,,1.1,us,usp0001hzg,2022-05-09T22:49:48.586Z,"12 km ENE of Panganiban, Philippines",earthquake,,,,48,reviewed,us,us
1982-01-11T06:41:09.700Z,14.006,124.483,29.7,5.3,mb,,,,0.9,us,usp0001hzf,2022-04-28T00:44:17.749Z,"23 km ENE of Panganiban, Philippines",earthquake,,4.6,,10,reviewed,us,us
1982-01-11T06:10:06.490Z,13.752,124.358,45.7,7.1,ms,,,,1.1,us,usp0001hze,2022-04-28T00:44:16.583Z,"4 km SW of Gigmoto, Philippines",earthquake,,3.7,,19,reviewed,us,us
1981-12-20T01:21:41.530Z,13.246,121.011,67.6,5,mb,,,,0.9,us,usp0001hh9,2014-11-07T00:30:32.481Z,"11 km W of Aurora, Philippines",earthquake,,3.9,,24,reviewed,us,us
1981-11-17T21:31:02.520Z,15.431,121.513,59.2,5.1,mb,,,,0.9,us,usp0001h0t,2022-04-28T00:49:43.665Z,"13 km ENE of Dingalan, Philippines",earthquake,,2.6,,23,reviewed,us,us
1981-11-07T05:29:24.480Z,15.059,119.865,51.1,5,mb,,,,1.2,us,usp0001gup,2014-11-07T00:30:21.511Z,"22 km W of Poblacion, San Felipe, Philippines",earthquake,,5.8,,11,reviewed,us,us
1981-10-26T13:32:44.610Z,13.697,120.825,172.3,5,mb,,,,1,us,usp0001gpd,2014-11-07T00:30:15.832Z,"6 km NW of Tingloy, Philippines",earthquake,,2.9,,12,reviewed,us,us
1981-10-03T16:48:41.200Z,13.945,120.769,237.9,5,mb,,,,0.9,us,usp0001g94,2014-11-07T00:30:11.125Z,"3 km SSW of Calantas, Philippines",earthquake,,2.7,,16,reviewed,us,us
1981-09-21T07:44:32.850Z,14.225,119.215,33,5.3,mb,,,,0.9,us,usp0001g0m,2022-04-28T00:55:04.033Z,"97 km WNW of Cabra, Philippines",earthquake,,,,28,reviewed,us,us
1981-08-01T07:09:08.540Z,14.868,119.901,37,5.1,mb,,,,1,us,usp0001f27,2014-11-07T00:29:52.450Z,"20 km WSW of San Nicolas, Philippines",earthquake,,4.8,,13,reviewed,us,us
1981-07-22T18:31:38.100Z,14.635,120.246,69,5.3,mb,,,,0.8,us,usp0001eve,2016-11-09T23:02:31.548Z,"5 km SSW of Morong, Philippines",earthquake,,,,33,reviewed,us,us
1981-05-02T11:54:39.440Z,13.349,120.56,60.1,5.4,mb,,,,0.8,us,usp0001dga,2022-04-28T01:03:44.964Z,"10 km W of Cabacao, Philippines",earthquake,,2.5,,56,reviewed,us,us
1981-04-11T05:29:33.340Z,14.275,119.194,33,5.7,mb,,,,1,us,usp0001d3a,2022-04-28T01:06:49.836Z,"101 km WNW of Cabra, Philippines",earthquake,,,,59,reviewed,us,us
1981-04-10T21:43:01.940Z,14.945,123.451,34.4,5.4,ms,,,,0.9,us,usp0001d30,2022-04-28T01:06:48.635Z,"98 km NE of Sabang Indan, Philippines",earthquake,,3.1,,5,reviewed,us,us
1981-03-27T16:12:49.590Z,12.419,119.954,41.4,5.2,mb,,,,0.9,us,usp0001cwz,2014-11-07T00:29:06.305Z,"22 km NNE of Buluang, Philippines",earthquake,,3.1,,24,reviewed,us,us
1981-03-13T18:21:39.840Z,13.898,120.706,143.9,5.6,mb,,,,0.9,us,usp0001cph,2022-04-28T01:09:11.164Z,"5 km SSW of Balayan, Philippines",earthquake,,2.6,,23,reviewed,us,us
1981-01-31T09:17:18.200Z,14.347,119.15,33,5.1,mb,,,,,us,usp0001bzg,2016-11-09T21:46:56.818Z,"109 km WNW of Cabra, Philippines",earthquake,,,,,reviewed,us,us
1980-09-19T08:45:46.500Z,13.892,120.725,148,5.7,mb,,,,,us,usp00019vg,2022-04-28T01:27:18.236Z,"5 km S of Balayan, Philippines",earthquake,,,,,reviewed,us,us
1980-08-23T19:39:20.900Z,17.099,122.5,28,5.1,mb,,,,,us,usp00019h7,2014-11-06T23:24:25.506Z,"9 km ENE of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1980-07-04T22:23:33.500Z,14.94,122.815,63,5.2,mb,,,,,us,usp00018nb,2014-11-06T23:24:24.007Z,"53 km ENE of Casuguran, Philippines",earthquake,,,,,reviewed,us,us
1980-04-02T18:52:17.400Z,15.997,122.001,33,5,mb,,,,,us,usp00016ds,2014-11-06T23:24:19.909Z,"47 km SE of Dumabato, Philippines",earthquake,,,,,reviewed,us,us
1980-03-31T12:41:47.700Z,16.129,121.962,43,6.3,ms,,,,,us,usp00016ce,2022-04-28T01:43:18.241Z,"34 km SE of Dumabato, Philippines",earthquake,,,,,reviewed,us,us
1980-03-22T15:53:56.900Z,13.453,120.559,69,5.1,mb,,,,,us,usp0001657,2014-11-06T23:24:19.416Z,"11 km ENE of Paluan, Philippines",earthquake,,,,,reviewed,us,us
1980-01-06T16:49:41.000Z,13.41,123.734,37,5.1,mb,,,,,us,usp00014wf,2014-11-06T23:24:15.287Z,"2 km E of Baybay, Philippines",earthquake,,,,,reviewed,us,us
1979-12-27T18:23:02.600Z,13.954,124.502,33,5.4,ms,,,,,us,usp00014r2,2022-04-27T14:46:30.818Z,"22 km ENE of Viga, Philippines",earthquake,,,,,reviewed,us,us
1979-12-14T08:48:53.300Z,13.642,120.698,96,5,mb,,,,,us,usp00014gz,2014-11-06T23:22:08.202Z,"18 km W of Tingloy, Philippines",earthquake,,,,,reviewed,us,us
1979-08-19T10:06:33.000Z,13.708,120.875,162,5.1,mb,,,,,us,usp00012h4,2014-11-06T23:22:04.891Z,"1 km WSW of Bagalangit, Philippines",earthquake,,,,,reviewed,us,us
1979-08-08T09:26:02.700Z,16.099,119.65,54,5.1,mb,,,,,us,usp000129m,2022-04-27T14:57:29.412Z,"14 km WSW of Aloleng, Philippines",earthquake,,,,,reviewed,us,us
1979-07-28T15:03:11.100Z,13.922,124.569,33,5,mb,,,,,us,usp000123w,2014-11-06T23:22:04.179Z,"24 km NE of Gigmoto, Philippines",earthquake,,,,,reviewed,us,us
1979-07-26T08:31:20.900Z,13.415,120.635,32,5,mb,,,,,us,usp000122e,2014-11-06T23:22:04.128Z,"9 km NNW of Cabacao, Philippines",earthquake,,,,,reviewed,us,us
1979-07-22T15:46:36.600Z,13.929,124.605,39,5.1,mb,,,,,us,usp000120b,2014-11-06T23:22:04.043Z,"28 km NE of Gigmoto, Philippines",earthquake,,,,,reviewed,us,us
1979-07-22T05:31:33.300Z,13.858,124.537,48,5.5,ms,,,,,us,usp0001203,2022-04-27T15:01:27.097Z,"18 km ENE of Gigmoto, Philippines",earthquake,,,,,reviewed,us,us
1979-02-13T21:35:06.000Z,15.503,119.154,26,5.1,mb,,,,,us,usp0000yuj,2014-11-06T23:21:57.017Z,"80 km W of Palauig, Philippines",earthquake,,,,,reviewed,us,us
1978-11-15T14:08:43.600Z,13.118,122.714,33,5,mb,,,,,us,usp0000xfc,2014-11-06T23:21:53.813Z,"11 km SE of Talisay, Philippines",earthquake,,,,,reviewed,us,us
1978-10-06T16:08:39.900Z,16.495,122.065,16,5.1,mb,,,,,us,usp0000ww4,2014-11-06T23:21:52.730Z,"22 km E of Minuri, Philippines",earthquake,,,,,reviewed,us,us
1978-08-20T21:39:27.000Z,16.457,120.486,29,5.2,mb,,,,,us,usp0000w4y,2022-04-27T15:30:15.522Z,"2 km NNE of Nangalisan, Philippines",earthquake,,,,,reviewed,us,us
1978-08-14T07:01:49.800Z,13.31,120.909,256,5,mb,,,,,us,usp0000w26,2014-11-06T23:21:51.485Z,"17 km SW of San Teodoro, Philippines",earthquake,,,,,reviewed,us,us
1978-08-04T00:05:29.200Z,15.68,119.75,33,5,mb,,,,,us,usp0000vxc,2014-11-06T23:21:51.103Z,"15 km WSW of Bolitoc, Philippines",earthquake,,,,,reviewed,us,us
1978-07-16T03:05:01.100Z,15.589,119.207,61,5.4,mb,,,,,us,usp0000vkk,2022-04-27T15:32:45.797Z,"72 km SW of Ilioilio, Philippines",earthquake,,,,,reviewed,us,us
1978-06-28T04:51:41.000Z,13.923,120.677,168,5.4,mb,,,,,us,usp0000vbf,2022-04-27T15:38:24.956Z,"2 km SE of Bungahan, Philippines",earthquake,,,,,reviewed,us,us
1978-03-31T03:22:16.800Z,14.591,119.954,57,5.3,mb,,,,,us,usp0000tv0,2014-11-06T23:21:48.242Z,"33 km WSW of Sabang, Philippines",earthquake,,,,,reviewed,us,us
1978-03-21T13:42:32.500Z,17.106,122.41,43,5.3,mb,,,,,us,usp0000tgm,2022-04-27T15:50:34.071Z,"2 km NNW of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1978-03-17T23:47:44.300Z,13.269,123.723,107,5.1,mb,,,,,us,usp0000tez,2014-11-06T23:21:47.690Z,"2 km SW of San Roque, Philippines",earthquake,,,,,reviewed,us,us
1977-12-26T09:39:26.100Z,14.707,123.63,33,5.3,mb,,,,,us,usp0000s86,2014-11-06T23:21:46.124Z,"91 km N of Garchitorena, Philippines",earthquake,,,,,reviewed,us,us
1977-10-30T20:52:56.100Z,15.535,123.044,58,5.1,mb,,,,,us,usp0000ra8,2014-11-06T23:21:45.009Z,"115 km NE of Casuguran, Philippines",earthquake,,,,,reviewed,us,us
1977-10-08T21:06:52.800Z,13.328,124.486,32,5.5,ms,,,,,us,usp0000qyw,2022-04-27T16:10:14.879Z,"36 km SSE of Bato, Philippines",earthquake,,,,,reviewed,us,us
1977-10-02T13:02:57.200Z,11.573,121.567,33,5.6,ms,,,,,us,usp0000qvs,2022-04-27T16:09:24.028Z,"35 km SSE of Jarigue, Philippines",earthquake,,,,,reviewed,us,us
1977-08-29T14:23:40.500Z,17.441,119.869,12,6.2,ms,,,,,us,usp0000qcw,2022-04-27T16:17:28.566Z,"54 km W of Fuerte, Philippines",earthquake,,,,,reviewed,us,us
1977-08-18T17:46:59.500Z,17.369,122.684,33,5,mb,,,,,us,usp0000q5q,2014-11-06T23:21:43.585Z,"42 km NE of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-08-02T02:10:06.800Z,17.4,122.812,33,5.1,mb,,,,,us,usp0000pym,2014-11-06T23:21:43.304Z,"54 km NE of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-07-27T17:25:16.200Z,17.063,122.498,41,5.4,mb,,,,,us,usp0000pwf,2022-04-27T16:20:25.937Z,"9 km ESE of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-07-22T05:13:39.800Z,17.347,122.306,46,5.1,mb,,,,,us,usp0000pu6,2014-11-06T23:21:43.066Z,"31 km NNW of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-07-21T18:55:34.600Z,17.212,122.432,46,5.1,mb,,,,,us,usp0000ptx,2014-11-06T23:21:43.057Z,"14 km N of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-07-21T13:45:54.000Z,16.882,122.361,33,6.9,ms,,,,,us,usp0000pts,2022-04-27T16:19:42.784Z,"22 km SSW of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-07-16T15:38:00.800Z,14.873,120.005,72,5.2,mb,,,,,us,usp0000prp,2014-11-06T23:21:42.991Z,"11 km SW of San Nicolas, Philippines",earthquake,,,,,reviewed,us,us
1977-06-12T16:48:47.800Z,14.501,123.737,52,5.3,mb,,,,,us,usp0000p8w,2014-11-06T23:21:42.363Z,"68 km NW of Pandan, Philippines",earthquake,,,,,reviewed,us,us
1977-05-24T08:37:42.300Z,16.292,119.833,73,5.2,mb,,,,,us,usp0000p0h,2014-11-06T23:21:42.078Z,"2 km E of Catuday, Philippines",earthquake,,,,,reviewed,us,us
1977-05-21T05:35:22.500Z,15.699,120.82,189,5.7,mb,,,,,us,usp0000nz9,2022-04-27T16:26:40.852Z,"3 km NNW of Bunol, Philippines",earthquake,,,,,reviewed,us,us
1977-05-13T02:15:55.100Z,13.014,121.688,39,5.2,mb,,,,,us,usp0000nv7,2014-11-06T23:21:41.861Z,"19 km ESE of Pili, Philippines",earthquake,,,,,reviewed,us,us
1977-05-12T14:00:57.000Z,16.003,121.15,16,5,mb,,,,,us,usp0000nut,2022-04-27T16:25:58.859Z,"10 km ENE of Carranglan, Philippines",earthquake,,,,,reviewed,us,us
1977-05-12T08:09:52.900Z,13.032,121.711,33,5.4,mb,,,,,us,usp0000nup,2022-04-27T16:25:40.314Z,"21 km E of Pili, Philippines",earthquake,,,,,reviewed,us,us
1977-04-20T15:21:03.400Z,17.678,121.691,33,5.4,mb,,,,,us,usp0000ng5,2014-11-06T23:21:41.191Z,"1 km WNW of Nattapian, Philippines",earthquake,,,,,reviewed,us,us
1977-03-24T19:33:33.000Z,16.734,122.562,33,5.1,mb,,,,,us,usp0000n3x,2014-11-06T23:21:40.460Z,"41 km SSE of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-03-20T11:01:56.100Z,16.508,122.609,27,5,mb,,,,,us,usp0000n0g,2014-11-06T23:21:40.285Z,"66 km SSE of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-03-19T19:35:08.000Z,16.814,122.354,39,5.8,ms,,,,,us,usp0000n00,2022-04-27T16:33:52.372Z,"30 km SSW of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-03-19T14:30:54.800Z,17.062,122.354,33,5.2,mb,,,,,us,usp0000mzx,2014-11-06T23:21:40.238Z,"6 km WSW of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-03-19T13:00:24.400Z,16.743,122.458,33,5.5,mb,,,,,us,usp0000mzv,2022-04-27T16:33:51.126Z,"37 km S of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-03-19T12:56:03.700Z,16.65,122.461,33,5.3,mb,,,,,us,usp0000mzu,2022-04-27T16:33:49.660Z,"48 km S of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-03-19T12:17:03.600Z,16.605,122.422,33,5.4,mb,,,,,us,usp0000mzt,2014-11-06T23:21:40.234Z,"47 km ESE of Dicamay, Philippines",earthquake,,,,,reviewed,us,us
1977-03-19T11:54:05.700Z,16.795,122.331,33,5,mb,,,,,us,usp0000mzs,2014-11-06T23:21:40.233Z,"33 km SSW of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-03-19T07:22:32.500Z,16.605,122.562,33,5.2,mb,,,,,us,usp0000mzj,2014-11-06T23:21:40.227Z,"55 km SSE of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-03-19T06:05:54.300Z,16.677,122.532,33,5.1,mb,,,,,us,usp0000mzf,2014-11-06T23:21:40.224Z,"46 km SSE of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-03-19T03:46:13.900Z,16.6,122.667,33,5,mb,,,,,us,usp0000mzc,2014-11-06T23:21:40.222Z,"59 km SSE of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-03-19T03:02:42.600Z,17.141,122.508,34,5.1,mb,,,,,us,usp0000mza,2014-11-06T23:21:40.221Z,"11 km ENE of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-03-19T01:53:19.200Z,17.139,122.434,49,5.3,mb,,,,,us,usp0000mz7,2014-11-06T23:21:40.218Z,"6 km NNE of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-03-19T01:29:55.800Z,16.357,122.396,33,5,mb,,,,,us,usp0000mz6,2014-11-06T23:21:40.218Z,"60 km SE of Dicamay, Philippines",earthquake,,,,,reviewed,us,us
1977-03-19T00:51:16.900Z,17.052,122.415,58,5.1,mb,,,,,us,usp0000mz3,2014-11-06T23:21:40.215Z,"3 km S of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-03-19T00:41:08.700Z,16.832,122.453,33,5.2,mb,,,,,us,usp0000mz2,2022-04-27T16:33:41.284Z,"27 km S of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-03-18T23:57:38.100Z,16.764,122.522,33,5.3,mb,,,,,us,usp0000myz,2022-04-27T16:33:40.144Z,"36 km SSE of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-03-18T22:38:00.000Z,16.942,122.524,33,5,mb,,,,,us,usp0000myy,2014-11-06T23:21:40.211Z,"19 km SE of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,us
1977-03-18T22:34:00.700Z,16.612,122.165,33,5.2,mb,,,,,us,usp0000myx,2014-11-06T23:21:40.210Z,"23 km SE of Dicamay, Philippines",earthquake,,,,,reviewed,us,us
1977-03-18T22:16:31.840Z,16.739,122.438,15,5.52,mw,,,,,iscgem,iscgem701256,2022-04-27T16:33:38.933Z,"38 km S of Dicabisagan, Philippines",earthquake,,20.6,0.23,,reviewed,iscgem,iscgem
1977-03-18T22:10:21.540Z,16.704,122.38,15,5.55,mw,,,,,iscgem,iscgem701254,2022-04-27T16:33:37.787Z,"40 km E of Dicamay, Philippines",earthquake,,20.6,0.47,,reviewed,iscgem,iscgem
1977-03-18T21:43:52.400Z,16.773,122.327,37,7,ms,,,,,us,usp0000myv,2022-04-27T16:33:36.627Z,"34 km E of Dicamay, Philippines",earthquake,,,,,reviewed,us,us
1977-02-23T10:35:02.100Z,17.354,119.72,48,5.2,mb,,,,,us,usp0000mpm,2014-11-06T23:21:39.959Z,"71 km WSW of Fuerte, Philippines",earthquake,,,,,reviewed,us,us
1977-02-14T13:25:17.200Z,15.691,119.153,46,5,mb,,,,,us,usp0000mjr,2014-11-06T23:21:39.860Z,"72 km WSW of Ilioilio, Philippines",earthquake,,,,,reviewed,us,us
1977-02-13T04:07:14.500Z,15.679,119.155,33,5.7,mb,,,,,us,usp0000mhz,2022-04-27T16:36:48.129Z,"72 km WSW of Ilioilio, Philippines",earthquake,,,,,reviewed,us,us
1977-02-13T04:06:46.900Z,15.651,119.165,44,5.4,mb,,,,,us,usp0000mhy,2014-11-06T23:21:39.840Z,"72 km WSW of Ilioilio, Philippines",earthquake,,,,,reviewed,us,us
1977-02-04T10:21:47.100Z,13.36,123.405,61,5.1,mb,,,,,us,usp0000mfc,2014-11-06T23:21:39.755Z,"1 km E of Masoli, Philippines",earthquake,,,,,reviewed,us,us
1977-01-10T03:28:54.900Z,15.332,121.859,47,5,mb,,,,,us,usp0000m4p,2014-11-06T23:21:39.289Z,"44 km NNW of Karligan, Philippines",earthquake,,,,,reviewed,us,us
1977-01-08T06:41:04.100Z,15.324,121.906,36,5.3,mb,,,,,us,usp0000m3s,2022-04-27T16:39:27.834Z,"41 km NNW of Karligan, Philippines",earthquake,,,,,reviewed,us,us
1976-12-05T23:28:55.700Z,17.396,120.07,42,5,mb,,,,,us,usp0000kn5,2014-11-06T23:21:38.494Z,"35 km WSW of Fuerte, Philippines",earthquake,,,,,reviewed,us,us
1976-09-22T09:08:33.300Z,13.786,120.713,125,5.2,mb,,,,,us,usp0000jj9,2014-11-06T23:21:37.452Z,"6 km S of Hukay, Philippines",earthquake,,,,,reviewed,us,us
1976-08-29T05:30:33.400Z,12.364,121.836,28,5.2,ms,,,,,us,usp0000j3e,2014-11-06T23:21:36.939Z,"17 km WSW of Odiongan, Philippines",earthquake,,,,,reviewed,us,us
1976-08-19T19:04:04.600Z,14.499,123.766,15,5.5,mb,,,,,us,usp0000hyj,2022-04-27T16:55:37.040Z,"66 km NW of Pandan, Philippines",earthquake,,,,,reviewed,us,us
1976-05-04T09:23:18.100Z,13.506,120.526,67,5.3,mb,,,,,us,usp0000g4z,2014-11-06T23:21:35.002Z,"11 km ENE of Harrison, Philippines",earthquake,,,,,reviewed,us,us
1976-05-02T07:17:12.100Z,13.449,122.213,29,5.1,mb,,,,,us,usp0000g44,2014-11-06T23:21:34.986Z,"17 km E of Buyabod, Philippines",earthquake,,,,,reviewed,us,us
1976-02-13T10:33:42.700Z,13.916,120.123,29,5.8,ms,,,,,us,usp0000f1m,2022-04-27T17:16:02.169Z,"6 km N of Lubang, Philippines",earthquake,,,,,reviewed,us,us
1976-02-13T08:07:32.600Z,15.67,121.703,47,5.5,ms,,,,,us,usp0000f1k,2022-04-27T17:16:00.824Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1975-12-06T05:18:32.800Z,17.389,119.664,46,5,mb,,,,,us,usp0000dud,2014-11-06T23:21:32.880Z,"76 km WSW of Fuerte, Philippines",earthquake,,,,,reviewed,us,us
1975-12-06T05:13:11.700Z,17.416,119.682,19,5.8,mb,,,,,us,usp0000duc,2022-04-27T17:23:58.543Z,"74 km WSW of Cabittaogan, Philippines",earthquake,,,,,reviewed,us,us
1975-10-22T15:59:48.600Z,11.647,121.672,33,5.8,ms,,,,,us,usp0000d8a,2022-04-27T17:30:41.700Z,"27 km WSW of Union, Philippines",earthquake,,,,,reviewed,us,us
1975-10-21T23:06:22.800Z,11.661,121.646,33,6.3,ms,,,,,us,usp0000d7x,2022-04-27T17:30:39.309Z,"29 km WSW of Union, Philippines",earthquake,,,,,reviewed,us,us
1975-10-21T22:23:06.300Z,11.639,121.602,33,5.4,mb,,,,,us,usp0000d7u,2014-11-06T23:21:32.316Z,"30 km SE of Jarigue, Philippines",earthquake,,,,,reviewed,us,us
1975-10-21T17:12:23.700Z,11.707,121.75,33,6.1,ms,,,,,us,usp0000d7q,2022-04-27T17:30:37.011Z,"17 km WSW of Union, Philippines",earthquake,,,,,reviewed,us,us
1975-10-08T10:27:36.700Z,13.938,120.157,68,5.3,mb,,,,,us,usp0000d39,2014-11-06T23:21:32.227Z,"9 km NNE of Lubang, Philippines",earthquake,,,,,reviewed,us,us
1975-10-05T12:45:33.900Z,14.21,121.925,33,5,mb,,,,,us,usp0000d1z,2014-11-06T23:21:32.201Z,"1 km N of Perez, Philippines",earthquake,,,,,reviewed,us,us
1975-06-18T04:11:02.300Z,13.94,120.647,134,5.4,mb,,,,,us,usp0000bmy,2022-04-27T17:42:51.323Z,"1 km W of Bungahan, Philippines",earthquake,,,,,reviewed,us,us
1975-05-23T23:16:12.100Z,13.612,120.852,41,5,mb,,,,,us,usp0000b58,2014-11-06T23:21:30.417Z,"5 km SSW of Tingloy, Philippines",earthquake,,,,,reviewed,us,us
1975-05-05T21:55:05.000Z,13.016,119.999,12,5,mb,,,,,us,usp0000axm,2014-11-06T23:21:30.203Z,"66 km WSW of Tayaman, Philippines",earthquake,,,,,reviewed,us,us
1975-05-01T21:09:40.500Z,13.624,120.768,48,5.1,mb,,,,,us,usp0000avm,2014-11-06T23:21:30.127Z,"11 km WSW of Tingloy, Philippines",earthquake,,,,,reviewed,us,us
